yazar_id,ekno,kisa_adi,tam_adi
2728,2961,E. Güzel,Erdal Güzel
2729,2962,M. Özel,Mustafa Özel
2730,2963,T. Konca,Tamer Konca
2731,2964,S. B. Uğurlu,Seyit Battal Uğurlu
2732,2965,M. Uslu,Mustafa Uslu
2733,2966,H. Karakuş,Hidayet Karakuş
2734,2967,M. Belli,Mihri Belli
2735,2968,İ. Parlatır,İsmail Parlatır
2736,2969,M. Salman,Mustafa Salman
2737,2970,N. Alpman,Nazım Alpman
2739,2972,L. R. Okyay,Leyla Ruhan Okyay
2740,2973,H. Şentürk,Hakan Şentürk
2741,2974,A. S. Biricik,Ali Selçuk Biricik
2742,2975,N. Aydeniz,Nurullah Aydeniz
2743,2976,A. C. Çelebi,Ali Cihan Çelebi
2744,2977,M. Özarslan,Metin Özarslan
2745,2978,L. Arif,Lütfi Arif
2746,2979,S. Aycil,Sercan Aycil
2747,2980,S. Zaman,Süleyman Zaman
2748,2981,C. Şakar,Cemal Şakar
2749,2982,K. Uluer,Kemal Uluer
2750,2983,L. Sezal,Levent Sezal
2751,2984,S. Temimhan,Sumru Temimhan
2752,2985,C. Erikan,Celâl Erikan
2753,2986,Y. Gülmen,Yüksel Gülmen
2754,2987,Y. Arıkan,Yunus Arıkan
2755,2988,A. Kara,Abdulvahap Kara
2756,2989,İ. Alaton,İshak Alaton
2757,2990,M. A. Köymen,Mehmet Altay Köymen
2758,2991,F. Topallı,Fikret Topallı
2759,2992,G. Akıncı,Gündüz Akıncı
2760,2993,E. Kefeli,Emel Kefeli
2761,2994,E. Yaman,Ertuğrul Yaman
2762,2995,Ö. Kalpakçıoğlu,Özdemir Kalpakçıoğlu
2763,2996,Ş. Kozalı,Şükran Kozalı
2764,2997,S. Taş,Songül Taş
2765,2998,S. Özher,Sema Özher
2766,2999,N. Tınas,Nezih Tınas
2767,3000,E. Yarar,Erhan Yarar
2768,3001,Ö. N. Soykan,Ömer Naci Soykan
2769,3002,A. Merdivenci,Ahmet Merdivenci
2770,3003,R. Dara,Ramis Dara
2771,3004,H. Altay,Halife Altay
2772,3005,Y. Altuntaş,Yener Altuntaş
2773,3006,H. Seyidoğlu,Halil Seyidoğlu
2774,3007,P. M. Işın,Priscilla Mary Işın
2775,3008,E. Hiçyılmaz,Ergun Hiçyılmaz - Meral Altındal
2776,3009,A. Birkiye,Atilla Birkiye
2777,3010,B. E. Naliş,Birten Engin Naliş
2778,3011,T. Görgün,Tahsin Görgün
2779,3012,S. Sarıöz,Sezer Sarıöz
2780,3013,A. Sipahioğlu,Ahmet Sipahioğlu
2781,3014,O. Erdenen,Orhan Erdenen
2782,3015,H. Mengüç,Hakan Mengüç
2783,3016,S. Sancar,Serpil Sancar
2784,3017,Ö. Çolakoğlu Çam,Öznur Çolakoğlu Çam
2785,3018,H. Y. Celkan,Hikmet Yıldırım Celkan
2786,3019,D. Yalman Polatlar,Duygu Yalman Polatlar
2787,3020,O. Aslanoğlu,Osman Aslanoğlu
2788,3021,Y. H. Aytekin,Y. Halûk Aytekin
2789,3022,R. Vural,Reyhan Vural
2790,3023,B. Özden,Bülent Özden
2791,3024,I. Bayraktar,Işıl Bayraktar
2792,3025,S. Almış,Sait Almış
2793,3026,A. Martal,Abdullah Martal
2794,3027,V. Vakkasoğlu,Vehbi Vakkasoğlu
2795,3028,Ö. Sevinçgül,Ömer Sevinçgül
2796,3029,Ş. Gülen,Şendoğan Gülen
2797,3030,Z. Türkmen,Zekeriya Türkmen
2798,3031,Ö. A. Atasoy,Ömer Adil Atasoy
2799,3032,M. Çiftci,Mustafa Çiftci
2800,3033,N. Serimoğlu,Nilgün Serimoğlu
2801,3034,A. Sümbül,Ali Sümbül
2802,3035,A. Müderrisoğlu,Alptekin Müderrisoğlu
2803,3036,Ş. Erdoğdu,Şeref Erdoğdu
2804,3037,M. Göktepe,Mehmet Göktepe
2805,3038,A. A. Bolak,Ahmet Aydın Bolak
2806,3039,T. Öztürk,Teoman Öztürk
2807,3040,H. Karakaya,Hüseyin Karakaya
2808,3041,N. Turinay,Necmettin Turinay
2809,3042,Y. Çotuksöken,Yusuf Çotuksöken
2810,3043,S. Seçkiner,Sancar Seçkiner
2811,3044,A. Başaran,Atahan Başaran
2812,3045,G. Atılgan,Gökhan Atılgan
2813,3046,H. Eygü,Hakan Eygü
2814,3047,İ. Adnan,İsmail Adnan
2815,3048,İ. H. Balkaş,İbrahim Halil Balkaş
2816,3049,A. Galanti,Avram Galanti
2817,3050,Y. Besalel,Yusuf Besalel
2818,3051,Sinan Reşat,Sinan Reşat
2819,3052,K. Yusufoğlu,Kahraman Yusufoğlu
2820,3053,S. S. Öğün,Süleyman Seyfi Öğün
2821,3054,M. Gündem,Mehmet Gündem
2822,3055,A. Takkaç,Ali Takkaç
2824,3057,M. Karahan,Muharrem Karahan
2825,3058,B. Onaran,Burak Onaran
2826,3059,R. T. Burak,Ratip Tahir Burak
2827,3060,A. N. Bayezid,Ali Naci Bayezid
2829,3062,E. Balta,Evangelia Balta
2830,3063,M. Bicik,Mehmet Bicik
2831,3064,S. Karacelil,Süleyman Karacelil
2832,3065,T. Çarıklı,Turgut Çarıklı
2833,3066,S. Akbayır,Sıddık Akbayır
2834,3067,A. Kılıçbay,Ahmet Kılıçbay
2835,3068,E. Ersöz,Emin Ersöz
2836,3069,B. Sait,Baha Sait
2837,3070,S. Sürmen,Süleyman Sürmen
2838,3071,A. Yürük,Ali Yürük
2839,3072,M. Sucu Polat,Müge Sucu Polat
2840,3073,S. Ayata,Sencer Ayata
2841,3074,İ. Çolak,İsmail Çolak
2842,3075,T. Kortantamer,Tunca Kortantamer
2843,3076,E. Aksoy,Enver Aksoy
2844,3077,C. Örs,Cüneyt Örs
2845,3078,O. Aydın,Ozan Aydın
2846,3079,İ. Kaplan,İsmail Kaplan
2847,3080,A. D. Uslu,A. Didem Uslu
2848,3081,R. Baydur,Refik Baydur
2849,3082,M. Senar,Müzeyyen Senar
2850,3083,S. Gençler,Serap Gençler
2851,3084,Y. Benekay,Yahya Benekay
2852,3085,Ahmet İzzet Paşa,Ahmet İzzet Paşa
2853,3086,M. Sözer,Meltem Sözer
2854,3087,N. Muhiddin,Nezihe Muhiddin
2855,3088,G. Tekçe,Güngör Tekçe
2856,3089,S. Aydüz,Salim Aydüz
2857,3090,A. Ağar,Abdullah Ağar
2858,3091,Basiretçi Ali Efendi,Basiretçi Ali Efendi
2860,3093,D. Ergenç,Damla Ergenç
2862,3095,Ali Nazîmâ,Ali Nazîmâ
2863,3096,S. Sakaoğlu,Saim Sakaoğlu
2864,3097,Ö. O. Umar,Ömer Osman Umar
2865,3098,G. Maraş,Gökhan Maraş
2866,3099,H. H. Top,H. Hüseyin Top
2867,3100,H. Altun,Hanife Altun
2868,3101,F. Çetin Kabadayı,Fatma Çetin Kabadayı
2869,3102,T. Gümüşay,Tolga Gümüşay
2870,3103,T. Baykara,Tuncer Baykara
2871,3104,E. Günay,Engin Günay
2872,3105,İ. Küçükömer,İdris Küçükömer
2873,3106,N. Öztekin,Nezahat Öztekin
2874,3107,İ. Erşahin,İbrahim Erşahin
2875,3108,M. İz,Mahir İz
2876,3109,M. N. Özön,Mustafa Nihat Özön
2877,3110,G. Nair,Güney Nair
2878,3111,Y. Z. Yörükan,Yusuf Ziya Yörükan
2879,3112,Z. Yergök,Ziya Yergök
2880,3113,A. R. Özkan,Ali Rafet Özkan
2881,3114,O. Gümüşçü,Osman Gümüşçü
2882,3115,M. Kılıç,Metin Kılıç
2883,3116,M. Maviş,Mert Maviş
2884,3117,H. Karpuz,Haşim Karpuz
2885,3118,T. Bozkurt,Tolga Bozkurt
2886,3119,İ. Üzüm,İlyas Üzüm
2887,3120,M. İ. Çığ,Muazzez İlmiye Çığ
2888,3121,H. Yurtsever,Haluk Yurtsever
2889,3122,A. Soytürk,Ahmet Soytürk
2891,3124,A. Ekşi,Aysel Ekşi
2892,3125,Ü. Meriç,Ümit Meriç
2893,3126,B. Yalman,Bedri Yalman
2894,3127,M. S. Ünver,Mine Sultan Ünver
2895,3128,H. Özönder,Hasan Özönder
2896,3129,K. Sarıçelik,Kerim Sarıçelik
2897,3130,F. Ökte,Faik Ökte
2898,3131,E. Özarslan,Ersin Özarslan
2899,3132,R. Sarıca,Ragıp Sarıca
2900,3133,Ş. Halıcı,Şaduman Halıcı
2902,3135,H. Çatalkaya,Hakan Çatalkaya
2903,3136,A. Kazancıgil,Aykut Kazancıgil
2904,3137,R. Çalık,Ramazan Çalık
2905,3138,N. Çam,Nusret Çam
2907,3140,V. Saygel,Vedat Saygel
2908,3141,A. Us,Asım Us
2909,3142,N. Tuğcu,Nemika Tuğcu
2910,3143,N. Özyaycı,Nesrin Özyaycı
2911,3144,S. G. Savcı,Sadun Galip Savcı
2912,3145,M. Narlı,Mehmet Narlı
2913,3146,İ. Gündağ Kayaoğlu,İ. Gündağ Kayaoğlu - Ersu Pekin
2914,3147,S. Erdoğan,Selim Erdoğan
2915,3148,A. Gürarslan,Alper Gürarslan
2916,3149,M. Genç,Musa Genç
2917,3150,S. Kayalı Türker,Sibel Kayalı Türker
2918,3151,İ. H. Eröz,İsmail Hakkı Eröz
2919,3152,F. Dığıroğlu,Filiz Dığıroğlu
2920,3153,H. Akbulut,Hasan Akbulut
2921,3154,A. M. Özyetgin,Ayşe Melek Özyetgin
2922,3155,A. R. İşipek,Ali Rıza İşipek
2923,3156,Y. Okur,Yamaç Okur
2924,3157,T. Ağaoğlu,Tektaş Ağaoğlu
2925,3158,I. Özgentürk,Işıl Özgentürk
2926,3159,M. Ç. Uluçay,Mustafa Çağatay Uluçay
2927,3160,D. D. Şimşek,Deniz Dengiz Şimşek
2928,3161,Ö. H. Özalp,Ömer Hakan Özalp
2929,3162,N. Subaşı,Necdet Subaşı
2930,3163,A. Ataay,Aytekin Ataay
2931,3164,Z. Kozanoğlu,Zeynep Kozanoğlu
2932,3165,M. Gün,Mehmet Gün
2933,3166,C. Başkent,Can Başkent
2934,3167,A. Karaman,Abdullah Karaman
2935,3168,Ö. Emiroğlu,Öztürk Emiroğlu
2936,3169,G. Korat,Gürsel Korat
2937,3170,Y. Küçükdağ,Yusuf Küçükdağ
2940,3173,O. Genç,Ozan Genç
2941,3174,K. Koç,Kemalettin Koç
2942,3175,Mehmet İzzet,Mehmet İzzet
2943,3176,S. Karakoyunlu,Sadri Karakoyunlu
2944,3177,V. Tecim,Vahap Tecim
2945,3178,İ. Orman,İsmail Orman
2947,3180,M. E. Yeşil,Mehmet Emin Yeşil
2948,3181,Âşık Seyrani,Âşık Seyrani
2949,3182,İ. Kafesoğlu,İbrahim Kafesoğlu
2950,3183,B. Yurtoğlu,Bilal Yurtoğlu
2951,3184,E. Yıldırım,Elvin Yıldırım
2952,3185,V. Öngören,Vasıf Öngören
2953,3186,Baha Tevfik,Baha Tevfik
2954,3187,Ş. A. Kansu,Şevket Aziz Kansu
2955,3188,A. Uygur,Alper Uygur
2956,3189,G. Tayfur,Gıyasettin Tayfur
2957,3190,S. Eraslan,Sibel Eraslan
2958,3191,Ç. Sezer,Çiğdem Sezer - İbrahim Dizman
2959,3192,A. H. Celasun,Ali Haydar Celasun
2960,3193,E. Demirhan,Ebru Demirhan
2961,3194,C. Tan,Cem Tan
2962,3195,Z. Şakir,Ziya Şakir
2963,3196,Y. B. Bakiler,Yavuz Bülent Bakiler
2964,3197,İ. Z. Eyüboğlu,İsmet Zeki Eyüboğlu
2965,3198,C. Dura,Cihan Dura
2966,3199,N. Keklik,Nihat Keklik
2967,3200,F. Zeynelov,Ferhat Zeynelov
2968,3201,S. Gürselgil,Selim Gürselgil
2969,3202,Arifzade,Arifzade
2970,3203,S. Menekay,Serra Menekay
2971,3204,K. Perçin Akgül,Kamile Perçin Akgül
2972,3205,A. Aydın,Ayhan Aydın
2973,3206,S. Sezgin,Suat Sezgin
2974,3207,F. Demirci Güler,Filiz Demirci Güler
2975,3208,N. Pösteki,Nigar Pösteki
2976,3209,A. Uçar,Ahmet Uçar
2977,3210,H. A. Demirci,Hüseyin Aliyar Demirci
2978,3211,M. Melis,Melike Melis
2979,3212,E. Çankaya,Erol Çankaya
2980,3213,Ç. Kurtuluş,Çiyil Kurtuluş
2981,3214,İ. Aytekin,İbrahim Aytekin
2982,3215,A. Böke Önder,Alper Böke Önder
2983,3216,A. Şentürk,Alp Şentürk
2984,3217,Y. Karayunusoğlu,Yaşar Karayunusoğlu
2985,3218,A. R. Ergüven,Abdullah Rıza Ergüven
2986,3219,A. Bora,Aksu Bora
2987,3220,A. N. Göksel,Ali Nüzhet Göksel
2988,3221,Mehmet Âsaf,Mehmet Âsaf
2989,3222,C. Taşkıran,Celâl Taşkıran
2991,3224,S. R. Kuğu,Süleyman Rıza Kuğu
2992,3225,O. H. Bıldırki,Oyhan Hasan Bıldırki
2993,3226,C. Gündemir,Cevdet Gündemir
2994,3227,E. Güneş,Ekrem Güneş
2995,3228,M. A. Zeren,M. Ayhan Zeren
2996,3229,O. Yeşiltuna,Oğuzhan Yeşiltuna
2997,3230,F. Adalı,Fatih Adalı
2998,3231,O. Şenses,Oğuz Şenses
2999,3232,O. İmregün,Oğuz İmregün
3001,3234,E. Göksu,Erhan Göksu
3002,3235,H. İ. Altınsoy,H. İlker Altınsoy
3003,3236,F. Bakırcı,Fahri Bakırcı
3004,3237,D. Özcan,Doğan Özcan
3005,3238,Y. Kaya,Yalçın Kaya
3006,3239,B. Umar,Bilge Umar
3007,3240,C. Mıhçıoğlu,Cemal Mıhçıoğlu
3008,3241,N. Aydın,Nurhan Aydın
3009,3242,R. Fiş,Radi Fiş
3010,3243,A. Buğra,Ayşe Buğra
3011,3244,H. Faruk,Hanif Faruk
3012,3245,İ. E. Ergenç,İsmail Erkut Ergenç
3013,3246,E. Sevim,Engin Sevim
3014,3247,A. Kezer,Aydın Kezer
3015,3248,A. Kral,Arda Kral
3016,3249,S. Kurt,Sevinç Kurt
3017,3250,N. Özgür,Nurcan Özgür
3018,3251,T. Erbak,Tolga Erbak
3019,3252,M. Şahin,Metin Şahin
3020,3253,F. Göktuna Yaylacı,Filiz Göktuna Yaylacı
3021,3254,İ. Aksoy,İmran Aksoy
3022,3255,N. Çağatay,Neşet Çağatay
3023,3256,Z. Yıldız,Zekeriya Yıldız
3024,3257,H. Aksay,Hasan Aksay
3025,3258,N. Altunya,Niyazi Altunya
3026,3259,S. Dingil,Süleyman Dingil
3027,3260,E. Özkul,Ezgi Özkul
3028,3261,S. Uyan,Salih Uyan
3029,3262,Ö. Uluatam,Özhan Uluatam
3030,3263,H. Aktaş,Hasan Aktaş
3031,3264,T. Bilge,Tuğşah Bilge
3032,3265,T. Çağdaş,Tamer Çağdaş
3033,3266,Y. Gökmen,Yavuz Gökmen
3035,3268,A. Ünver,Ahmet Ünver
3036,3269,İ. Şahin,İlhan Şahin
3037,3270,Y. Özger,Yusuf Özger
3038,3271,E. Ayla,Elif Ayla
3039,3272,E. Arsan,Esra Arsan
3040,3273,İ. Akın,İlhan Akın
3041,3274,İ. Dizman,İbrahim Dizman
3042,3275,H. Doğan,Hasan Doğan
3043,3276,E. Eldem,Edhem Eldem
3044,3277,S. Somuncuoğlu,Servet Somuncuoğlu
3045,3278,A. G. Manka,Ayşe Gülçin Manka
3046,3279,Ö. Cankaya,Özden Cankaya
3047,3280,G. Akbulut,Gülpınar Akbulut
3048,3281,T. Yerlikaya,Turgay Yerlikaya
3049,3282,Â. Kara,Âdem Kara
3050,3283,M. Yoker,Mustafa Yoker
3051,3284,H. Bayraktar,Hasan Bayraktar
3052,3285,B. Önlem,Burak Önlem
3053,3286,A. C. Saraçoğlu,Ahmet Cemaleddin Saraçoğlu
3054,3287,Y. Meriçboyu,Yıldız Meriçboyu
3055,3288,Y. Zeyrek,Yunus Zeyrek
3056,3289,İ. Tongar,İsmail Tongar
3059,3292,E. Tural,Erkan Tural
3060,3293,A. Erarslan,Alev Erarslan
3061,3294,T. Kurt,Tunç Kurt
3062,3295,Y. Özşahiner,Yusuf Özşahiner
3063,3296,M. Bayar,Muharrem Bayar
3064,3297,A. Bağrıaçık,Atila Bağrıaçık
3065,3298,F. Sürmeli,Fevzi Sürmeli
3066,3299,Z. Çelikkol,Zeki Çelikkol
3067,3300,M. Başekin,Murat Başekin
3068,3301,M. Anıl,Mehmet Anıl
3069,3302,M. Ziya,Mehmet Ziya
3070,3303,Z. Demir,Ziya Demir
3071,3304,Ö. Madra,Ömer Madra
3072,3305,K. Z. Gençosman,Kemal Zeki Gençosman
3073,3306,E. Akal,Emel Akal
3074,3307,B. S. Kunt,Bekir Sıtkı Kunt
3075,3308,R. Korkud,Refik Korkud
3076,3309,A. Köktener,Aysun Köktener
3077,3310,T. Cılızoğlu,Tanju Cılızoğlu
3078,3311,E. Şahsuvar,Elif Şahsuvar
3079,3312,M. Karahasan,Mustafa Karahasan
3080,3313,C. Odabaşıoğlu,Cumhur Odabaşıoğlu
3081,3314,K. Erdal,Kelime Erdal
3082,3315,M. H. Sağlam,Mehmet Hakan Sağlam
3083,3316,B. Altuğ,Barbaros Altuğ
3084,3317,Y. Demiralp,Yekta Demiralp
3085,3318,F. K. Timurtaş,Faruk Kadri Timurtaş
3086,3319,Muzaffer Reşit,Muzaffer Reşit
3087,3320,H. Argunşah,Hülya Argunşah
3088,3321,N. Tan,Nail Tan
3089,3322,N. Çömlekçi,Neclâ Çömlekçi
3090,3323,M. A. Uz,Mehmet Ali Uz
3091,3324,R. Kumaş,Rahmi Kumaş
3092,3325,Y. Küçük,Yalçın Küçük
3093,3326,R. R. Denktaş,Rauf Raif Denktaş
3094,3327,Ö. Gürdal,Ömer Gürdal
3095,3328,A. Ö. Üçler,Ali Ömer Üçler
3096,3329,Ş. Pala,Şafak Pala
3097,3330,M. E. Demirci,Mehmet Emin Demirci
3098,3331,S. Dağlı,Süleyman Dağlı
3099,3332,S. Sinanoğlu,Samim Sinanoğlu
3100,3333,A. Sarısayın,Ayşe Sarısayın
3101,3334,C. Toprakoğlu,Celâl Toprakoğlu
3103,3336,O. Bayatlı,Osman Bayatlı
3104,3337,G. Kıral,Gülsevin Kıral
3105,3338,G. Sayın Kalyoncu,Güneş Sayın Kalyoncu
3106,3339,M. A. Konukçu,Mehmet Alim Konukçu
3107,3340,H. H. E. Erkilet,Hüseyin Hüsnü Emir Erkilet
3108,3341,N. Tunçdilek,Necdet Tunçdilek
3109,3342,M. C. Doğan,Mehmet Can Doğan
3110,3343,M. Aytür,Memduh Aytür
3111,3344,F. Adil,Fikret Adil
3112,3345,N. Kocaarslan,Necip Kocaarslan
3113,3346,T. Özgüç,Tahsin Özgüç
3114,3347,Y. Aydı,Yeşim Aydı
3115,3348,R. Akdur,Recep Akdur
3116,3349,N. Keleş,Nevzat Keleş
3117,3350,B. Rusçuklu,Bülent Rusçuklu
3118,3351,R. Tosun,Resul Tosun
3119,3352,G. Erginer,Gürbüz Erginer
3120,3353,H. Alptekin,Halide Alptekin
3121,3354,A. Akpınar,Ali Akpınar
3122,3355,G. Bozkurt,Gülnihal Bozkurt
3123,3356,F. Demirbağ,Fehmi Demirbağ
3124,3357,S. Bora,Siren Bora
3125,3358,A. Küçük,Abdurrahman Küçük
3127,3360,S. Engin,Saffet Engin
3128,3361,H. A. Turan,Hüseyinzâde Ali Turan
3129,3362,S. Karaküçük,Suat Karaküçük
3130,3363,A. Canıgüz,Alper Canıgüz
3131,3364,A. Atmaca,Aylin Atmaca
3132,3365,M. Küçük,Murat Küçük
3133,3366,N. Erdoğan,Necmi Erdoğan
3134,3367,M. Çakmak,Mustafa Çakmak
3135,3368,S. Özaslan,Selâmet Özaslan
3137,3370,K. Kamcı,Koray Kamcı
3138,3371,S. Çelik,Semih Çelik
3139,3372,E. N. Kaya,Ekim Nâzım Kaya
3140,3373,S. Uludağ,Süleyman Uludağ
3141,3374,C. Öztürk,Cemil Öztürk
3142,3375,C. Tukin,Cemal Tukin
3143,3376,K. Gürün,Kâmuran Gürün
3144,3377,F. Özuğur,Fikret Özuğur
3145,3378,A. Ersoy,Ayla Ersoy
3146,3379,M. Çağlayan,Murat Çağlayan
3147,3380,E. Ayaz,Eşref Ayaz
3148,3381,G. Sururi,Gülriz Sururi
3149,3382,E. Köksal,Ercan Köksal
3150,3383,K. Demir,Kayahan Demir
3151,3384,A. Aydemir,Aydın Aydemir
3152,3385,Ece Ayhan,Ece Ayhan
3153,3386,İ. Bilgen,İbrahim Bilgen
3155,3388,S. Ögel,Semra Ögel
3156,3389,E. Bektaş,Ekrem Bektaş
3157,3390,E. Mencet,Elif Mencet
3158,3391,A. Beyce,Alp Beyce
3159,3392,E. Erkin,Erdoğan Erkin
3160,3393,H. Öztekin,Halûk Öztekin
3161,3394,Ö. Yağcı,Öner Yağcı
3162,3395,Ş. Baytemur,Şerif Baytemur
3163,3396,Ş. Membih,Şehat Membih
3164,3397,M. Çolak,Mustafa Çolak
3165,3398,M. Zenginbaş,Mustafa Zenginbaş
3166,3399,N. Pembecioğlu,Nilüfer Pembecioğlu
3167,3400,F. Kalkın,Fatih Kalkın
3168,3401,E. Adalı,Eşref Adalı
3169,3402,Ş. Ünal,Şahin Ünal
3170,3403,V. C. Aşkun,Vehbi Cem Aşkun
3171,3404,O. G. Baykal,Osman Gazi Baykal
3172,3405,A. Ventura,Avram Ventura
3173,3406,M. Abanoz,Müzeyyen Abanoz
3174,3407,M. Yıldız,Muharrem Yıldız
3176,3409,H. Bektaş,Habib Bektaş
3177,3410,E. Çalış,Ercan Çalış
3178,3411,S. Su,Süreyya Su
3179,3412,N. Ö. Ergene,Nuri Ömer Ergene
3180,3413,H. Y. Şehsuvaroğlu,Halûk Yusuf Şehsuvaroğlu
3181,3414,S. Kili,Suna Kili
3182,3415,A. Kılıç,Ali Kılıç
3183,3416,B. Ak,Behiç Ak
3184,3417,Süreyyya Evren,Süreyyya Evren
3185,3418,Ö. Ceylan,Ömür Ceylan
3186,3419,S. Kaygalak,Sedat Kaygalak
3187,3420,O. Ural,Orhan Ural
3188,3421,M. Bilgin,Mehmet Bilgin
3189,3422,G. Meriç Coşkun,Gül Meriç Coşkun
3190,3423,O. Erol,Oğuz Erol
3192,3425,Ü. Yücel,Ünsal Yücel
3193,3426,A.Tanyıldız,Ali Tanyıldız
3194,3427,F. Büyükşahin,Ferhat Büyükşahin
3195,3428,M. T. Tarkan,M. Tevfik Tarkan
3196,3429,A. H. Bayat,Ali Haydar Bayat
3197,3430,K. A. Sungur,Korkut Ata Sungur
3198,3431,A. İsvan,Ahmet İsvan
3199,3432,M. R. Esatlı,Mustafa Ragıp Esatlı
3200,3433,T. E. Şahin,Tahir Erdoğan Şahin
3201,3434,B. Doğru,Bülent Doğru
3202,3435,S. R. Karluk,Sadık Rıdvan Karluk
3203,3436,F. Tekin,Ferit Tekin
3204,3437,E. Sarıkoyuncu Değerli,Esra Sarıkoyuncu Değerli
3205,3438,Z. Hatiboğlu,Zeyyat Hatiboğlu
3207,3440,C. Madanoğlu,Cemal Madanoğlu
3208,3441,M. Bülbül,Mustafa Bülbül
3209,3442,M. Y. İkizer,M. Yılmaz İkizer
3210,3443,M. Aktok Kaşgarlı,Mehlika Aktok Kaşgarlı
3211,3444,B. Çotuksöken,Betül Çotuksöken
3212,3445,M. Gökberk,Macit Gökberk
3213,3446,K. Arapgirlioğlu,Kumru Arapgirlioğlu
3214,3447,F. Çelebi,Funda Çelebi
3215,3448,T. Çavuşoğlu,Tayfun Çavuşoğlu
3216,3449,İ. Gündüz,İbrahim Gündüz
3217,3450,H. İlaydın,Hikmet İlaydın
3218,3451,Y. Düzenli,Yahya Düzenli
3219,3452,N. Çağıl,Necdet Çağıl
3221,3454,Ş. Açıkkol,Şeyda Açıkkol
3222,3455,Kul Himmet,Kul Himmet
3223,3456,F. Barın Akman,Filiz Barın Akman
3224,3457,G. Bilkay Aygün,Güler Bilkay Aygün
3225,3458,M. Üzülmez,Müslüm Üzülmez
3226,3459,Ş. Aydemir,Şerif Aydemir
3227,3460,F. Karabıyık Barbarosoğlu,Fatma Karabıyık Barbarosoğlu
3228,3461,İ. S. Çağlayangil,İhsan Sabri Çağlayangil
3229,3462,Y. Hekimoğlu,Yücel Hekimoğlu
3230,3463,Ü. Ayvaz,Ülkü Ayvaz
3231,3464,Ç. Keyder,Çağlar Keyder
3232,3465,E. Memiş,Emin Memiş
3233,3466,N. Yazıcı,Nevin Yazıcı
3234,3467,İ. H. Okday,İsmail Hakkı Okday
3235,3468,G. Tokuz,Gonca Tokuz
3236,3469,A. Zaloğlu,Ayşegül Zaloğlu
3237,3470,N. Demirci,Nefi Demirci
3238,3471,A. Y. Kaya,Ahmet Yalçın Kaya
3239,3472,R. Yıldız,Reyhan Yıldız
3241,3474,Ü. Sergün,Ümit Sergün
3242,3475,O. Özsoy,Osman Özsoy
3243,3476,F. Günergun,Feza Günergun
3244,3477,Y. Ülker,Yalçın Ülker
3245,3478,N. Özgüç,Nazmiye Özgüç
3246,3479,M. Köktürk,Milay Köktürk
3248,3481,Z. Başar,Zeki Başar
3249,3482,Z. Özcan,Zafer Özcan
3250,3483,İ. İlhan,İlhan İlhan
3251,3484,H. Çınar,Hüseyin Çınar
3252,3485,O. Akşit,Oktay Akşit
3253,3486,A. Ş. Ceran,Ahmet Şeref Ceran
3254,3487,T. Gülen,Tahsin Gülen
3255,3488,A. A. Çınar,Ali Abbas Çınar
3256,3489,L. Bağman,Lâtif Bağman
3257,3490,O. Sönmez,Oktay Sönmez
3259,3492,P. Kıyat Karakuş,Pürlen Kıyat Karakuş
3260,3493,M. Gürsoy Sökmen,Müge Gürsoy Sökmen
3261,3494,A. Bozdoğan,Ahmet Bozdoğan
3262,3495,K. Yakuboğlu,Kenan Yakuboğlu
3263,3496,Hekimoğlu İsmail,Hekimoğlu İsmail
3264,3497,A. Ş. Çoruk,Ali Şükrü Çoruk
3265,3498,E. Okçuoğlu,Evin Okçuoğlu
3266,3499,C. Bilim,Cahit Bilim
3267,3500,Ş. Tunç,Şafak Tunç
3268,3501,T. Timur,Taner Timur
3269,3502,Ş. Elçin,Şükrü Elçin
3270,3503,M. Tosun,Mehmet Tosun
3271,3504,A. Akbaş,Ali Akbaş
3272,3505,S. Yalsızuçanlar,Sadık Yalsızuçanlar
3273,3506,H. Yücel,Halûk Yücel
3274,3507,A. Erkan,Arif Erkan
3275,3508,Y. Almelek,Yakup Almelek
3276,3509,N. Alkumru,Nizamettin Alkumru
3277,3510,M. Ünlü,Mahir Ünlü
3278,3511,A. F. Karamanlıoğlu,Ali Fehmi Karamanlıoğlu
3279,3512,E. Efegil,Ertan Efegil
3280,3513,A. B. Alptekin,Ali Berat Alptekin
3281,3514,K. Türkmenoğlu,Kerkük Türkmenoğlu
3282,3515,T. Gündüz,Tufan Gündüz
3283,3516,M. K. Çalen,Mehmet Kaan Çalen
3284,3517,M. Saray,Mehmet Saray
3285,3518,İ. Kabaağaçlı Noonan,İsmet Kabaağaçlı Noonan
3286,3519,N. Albayrak,Nurettin Albayrak
3287,3520,İ. Z. Burdurlu,İbrahim Zeki Burdurlu
3288,3521,C. Alpgüvenç,Can Alpgüvenç
3289,3522,H. R. Sevimay,Hayri R. Sevimay
3290,3523,Y. Goz,Yusuf Goz
3291,3524,T. Kiremitçi,Tuna Kiremitçi
3292,3525,Ş. Başlı,Şeyda Başlı
3293,3526,K. Ermiş,Kenan Ermiş
3294,3527,H. Tek,Hayati Tek
3295,3528,Z. Kayadelen,Zeynep Kayadelen
3296,3529,H. Ş. Oytun,Hasan Şükrü Oytun
3297,3530,Y. Y. Demircanlı,Yüksel Yoldaş Demircanlı
3298,3531,K. Nalça,Kıvanç Nalça
3299,3532,İ. Sivri,İsmail Sivri
3300,3533,S. Gökçen,Sabiha Gökçen
