yazar_id,ekno,kisa_adi,tam_adi
636,869,Ç. Yiğenoğlu,Çetin Yiğenoğlu
637,870,C. Atbaşoğlu,Cem Atbaşoğlu
638,871,K. Arslanoğlu,Kaan Arslanoğlu
639,872,Ö. F. Dere,Ömer Faruk Dere
641,874,Y. Taşçıoğlu,Yılmaz Taşçıoğlu
642,875,G. Erdem,Galip Erdem
643,876,B. F. Akın,Bedii Faik Akın
645,878,A. Yılmaz,Ayfer Yılmaz
646,879,E. Ocak,Eren Ocak
647,880,Z. Sarıhan,Zeki Sarıhan
649,882,O. Gündüz,Osman Gündüz
650,883,S. Şener,Sevda Şener
651,884,M. F. Ekinci,Mehmet Fatih Ekinci
652,885,M. Bayrakdar,Mehmed Bayrakdar
653,886,Y. Karakoyunlu,Yılmaz Karakoyunlu
654,887,N. Alsan,Necip Alsan
655,888,Ç. Öner,Çetin Öner
656,889,F. İrfan Serhan,Fatma İrfan Serhan
657,890,Ş. N. Başar,Şükûfe Nihal Başar
658,891,Ş. Mardin,Şerif Mardin
659,892,İ. Vurucu,İkbal Vurucu
660,893,T. Özlü,Tezer Özlü
662,895,C. Zarifoğlu,Cahit Zarifoğlu
663,896,D. Karakurt,Deniz Karakurt
664,897,K. Sezer,Kemal Sezer
665,898,P. N. Boratav,Pertev Naili Boratav
666,899,M. Gülsoy,Murat Gülsoy
667,900,N. Bekiroğlu,Nazan Bekiroğlu
668,901,S. İ. Sedes,Selami İzzet Sedes
669,902,B. Uzuner,Buket Uzuner
670,903,T. Apaydın,Talip Apaydın
671,904,F. Baysal,Faik Baysal
672,905,A. M. İnan,Ali Mithat İnan
673,906,F. R. Civelekoğlu,Fatih Reşit Civelekoğlu
674,907,Kerime Nadir,Kerime Nadir
675,908,C. A. Kansu,Ceyhun Atuf Kansu
676,909,H. Erimez,Hasan Erimez
677,910,R. Vırmiça,Raif Vırmiça
678,911,E. Batur,Enis Batur
679,912,S. Aydın,Suavi Aydın
680,913,N. Kandemir,Naim Kandemir
681,914,D. Aksan,Doğan Aksan
682,915,A. Çimen Balaban,Ayfer Çimen Balaban
683,916,Ö. Nutku,Özdemir Nutku
684,917,O. Boran,Orhan Boran
685,918,F. Andaç,Feridun Andaç
686,919,T. Cansever,Turgut Cansever
687,920,G. Aytaş,Gıyasettin Aytaş
688,921,Ö. Yaşın,Özker Yaşın
689,922,K. Konduk,Kandemir Konduk
690,923,A. Aksoy,Alper Aksoy
692,925,G. Cengiz,Gülsüm Cengiz
693,926,Y. K. Tengirşek,Yusuf Kemal Tengirşek
694,927,B. Eryılmaz,Bilal Eryılmaz
695,928,M. Levi,Mario Levi
696,929,Cevdet Kudret,Cevdet Kudret
697,930,D. Özlü,Demir Özlü
698,931,B. Bıçakçı,Barış Bıçakçı
699,932,A. Balkız,Ali Balkız
700,933,C. Conk,Cemil Conk
701,934,M. Tunçay,Mete Tunçay
702,935,A. Saraç,Adem Saraç
703,936,Adil Hikmet Bey,Adil Hikmet Bey
704,937,K. Binici,Kasım Binici
705,938,V. Sağlam,Vedat Sağlam
706,939,B. Karakoç,Bahaettin Karakoç
707,940,H. B. Gayretullah,Hızır Bek Gayretullah
708,941,D. Sofracıoğlu,Doğan Sofracıoğlu
709,942,Y. Pekşen,Yalçın Pekşen
710,943,T. Tan,Turhan Tan
711,944,M. Urgan,Mina Urgan
712,945,Ü. Deniz,Ümit Deniz
713,946,Mehmed Niyazi,Mehmed Niyazi
714,947,T. Banguoğlu,Tahsin Banguoğlu
715,948,E. Özdemir,Emin Özdemir
716,949,Recaizade Mahmut Ekrem,Recaizade Mahmut Ekrem
717,950,Ş. A. Bayır,Şule Aydın Bayır
718,951,İ. Yaşayan,İnanç Yaşayan
720,953,M. Miyasoğlu,Mustafa Miyasoğlu
721,954,M. Yalçın,Murat Yalçın
722,955,T. Çayırcı,Tülin Çayırcı
723,956,M. Altunkaynak,Mesut Altunkaynak
724,957,A. Z. Kozanoğlu,Abdullah Ziya Kozanoğlu
725,958,S. Koz,Sabri Koz
726,959,Ş. Gürbüz,Şule Gürbüz
728,961,S. Sever,Sıla Sever
729,962,A. Altıntaş,Alper Altıntaş
730,963,R. Özdenören,Rasim Özdenören
731,964,C. Aydoğan,Cansu Aydoğan
732,965,A. Erinç,Aysu Erinç
733,966,C. Özer,Cemil Özer
734,967,A. Koyuncu,Ali Koyuncu
735,968,M. Altun,Mustafa Altun
736,969,A. Büke,Ahmet Büke
737,970,M. Savaş,Metin Savaş
738,971,T. Alangu,Tahir Alangu
739,972,A. R. Balaban,Ali Rıza Balaban
740,973,D. Asena,Duygu Asena
741,974,Ç. Yetkin,Çetin Yetkin
742,975,H. B. Kahraman,Hasan Bülent Kahraman
743,976,D. Sümer,Dinçer Sümer
744,977,C. Atay,Cahit Atay
745,978,M. Metinsoy,Murat Metinsoy
746,979,İ. Deniz,İsmail Deniz
747,980,A. Atalay,Atilla Atalay
748,981,G. Gündüz,Gökhan Gündüz
749,982,İ. Ongun,İpek Ongun
750,983,L. Ö. Akad,Lütfi Ömer Akad
751,984,D. Tarıncı,Dilek Tarıncı
752,985,G. Hacır,Gürkan Hacır
753,986,F. Çiçekoğlu,Feride Çiçekoğlu
754,987,Z. Ç. Erus,Zeynep Çetin Erus
755,988,F. Özbay,Ferhunde Özbay
756,989,N. Kuyaş,Nilüfer Kuyaş
757,990,A. Murat,Ahmet Murat
758,991,İ. Pınar,İlhan Pınar
759,992,Z. Mert,Zübeyde Mert
760,993,İ. Eroğlu,İsmail Eroğlu
761,994,Y. Yeşilkaya,Yusuf Yeşilkaya
762,995,N. Ekici,Necdet Ekici
763,996,F. Naci,Fethi Naci
764,997,N. Sezgin,Neslihan Sezgin
765,998,H. Atay,Hüseyin Atay
766,999,A. Kalender Önel,Arife Kalender Önel
767,1000,B. S. Bozdemir,Bilal Semih Bozdemir
768,1001,K. Sayar,Kemal Sayar
769,1002,R. Kızgut,Rahim Kızgut
770,1003,E. Dölen,Emre Dölen
771,1004,Ö. Özorak,Özlem Özorak
772,1005,A. Erginoğlu,Alim Erginoğlu
773,1006,N. F. Eczacıbaşı,Nejat F. Eczacıbaşı
774,1007,Ü. Aktaş,Ümit Aktaş
775,1008,B. Öner,Binnaz Öner
776,1009,O. Hayran,Osman Hayran
777,1010,S. Topuz,Sinan Topuz
778,1011,O. Öymen,Onur Öymen
779,1012,V. Çıracıoğlu,Vecdi Çıracıoğlu
780,1013,B. Erenus,Bilge Erenus
781,1014,D. Ünal,Dilek Ünal
782,1015,O. Tez,Orhan Tez
783,1016,N. Cehiz,Neşe Cehiz
784,1017,N. Akgün,Nejat Akgün
785,1018,C. Muyan,Cansu Muyan
786,1019,S. Aksüt,Sadun Aksüt
787,1020,S. K. Yetkin,Suut Kemal Yetkin
788,1021,S. A. Arkonaç,Sibel Ayşen Arkonaç
789,1022,H. Arslan Erol,Hülya Arslan Erol
791,1024,O. Akbal,Oktay Akbal
792,1025,A. Sayılı,Aydın Sayılı
793,1026,S. Bozok,Salih Bozok
794,1027,A. Güneş,Adem Güneş
795,1028,V. Günyol,Vedat Günyol
796,1029,B. Ayvazoğlu,Beşir Ayvazoğlu
797,1030,S. Çömlekçi,Seçil Çömlekçi
798,1031,F. Armaoğlu,Fahir Armaoğlu
799,1032,A. Caferoğlu,Ahmet Caferoğlu
800,1033,A. Ural,Ayşegül Ural
801,1034,N. Ayyıldız,Nigâr Ayyıldız
802,1035,A. R. Güngen,Ali Rıza Güngen
803,1036,O. Yamaç,Osman Yamaç
804,1037,İ. Şimşek,İhsan Şimşek
805,1038,D. Kavukçuoğlu,Deniz Kavukçuoğlu
806,1039,F. Hakan,Fikret Hakan
807,1040,İ. B. Özpazarcık,İsmail Barış Özpazarcık
808,1041,F. Ulay,Faruk Ulay
809,1042,A. Özyalçıner,Adnan Özyalçıner
810,1043,F. Bozkurt,Fuat Bozkurt
811,1044,H. Yavuz,Hilmi Yavuz
812,1045,B. Parmaksız,Burak Parmaksız
813,1046,S. Ezgü,Sema Ezgü
814,1047,S. Kaymaz,Sezgin Kaymaz
815,1048,S. Nizam,Salim Nizam
816,1049,E. Toy,Erol Toy
817,1050,R. O. Arık,Remzi Oğuz Arık
818,1051,N. Mert,Necati Mert
819,1052,S. Baran,Selçuk Baran
820,1053,İ. H. Altuntaş,İsmail Hakkı Altuntaş
821,1054,D. Hızlan,Doğan Hızlan
822,1055,H. F. Es,Hikmet Feridun Es
824,1057,M. Güler,Mehmet Güler
825,1058,İ. E. Atnur,İbrahim E. Atnur
826,1059,Ö. Seçkin,Özgen Seçkin
827,1060,N. Tosun,Necip Tosun
828,1061,M. Makal,Mahmut Makal
829,1062,İ. K. Mimaroğlu,İlhan Kemaleddin Mimaroğlu
830,1063,Ü. Turan,Ümit Turan
831,1064,O. Tektaş,Oğuz Tektaş
832,1065,Ş. Engin Atmaca,Şükran Engin Atmaca
833,1066,M. H. Dosdoğru,M. Hulûsi Dosdoğru
834,1067,A. K. Hacısalihoğlu,A. Kenan Hacısalihoğlu
835,1068,Z. Uluant,Zeynep Uluant
836,1069,H. Kıvanç,Halit Kıvanç
837,1070,E. Öz,Erdal Öz
838,1071,T. Özakman,Turgut Özakman
840,1073,R. N. Bali,Rıfat N. Bali
841,1074,M. Ö. Sezer,Melek Özlem Sezer
842,1075,A. T. Berkman,Ahmet Tevfik Berkman
843,1076,Ş. S. İlter,Şahap Sıtkı İlter
844,1077,Z. Celâsun,Zehra Celâsun
845,1078,M. Küçüksarp,Merve Küçüksarp
846,1079,İ. Kara,İlyas Kara
847,1080,N. İçözü,Nur İçözü
848,1081,M. Duman,Mustafa Duman
849,1082,B. Özkişi,Bahaeddin Özkişi
850,1083,Ş. Baykurt,Şerif Baykurt
851,1084,Ş. İşigüzel,Şebnem İşigüzel
852,1085,R. Şeşen,Ramazan Şeşen
853,1086,M. Soysal,Mine Soysal
854,1087,Ş. Yücel,Şükran Yücel
855,1088,F. Samuk,Fevzi Samuk
856,1089,B. Asiltürk,Bâki Asiltürk
857,1090,Z. Toprak,Zafer Toprak
858,1091,R. Balcı,Ramazan Balcı
859,1092,H. B. Kunter,Halim Baki Kunter
860,1093,S. Ulağlı,Serhat Ulağlı
861,1094,A. İnan,Afet İnan
862,1095,R. E. Aygen,Reşat Enis Aygen
863,1096,Y. Balcı,Yunus Balcı
864,1097,T. Alpaslan,Teoman Alpaslan
865,1098,S. S. Üçer,S. Sırrı Üçer
866,1099,B. Tezcan Aksu,Belgin Tezcan Aksu
867,1100,S. Ağaoğlu,Samet Ağaoğlu
868,1101,S. Irmak,Sezgin Irmak
869,1102,C. Çelik,Celalettin Çelik
870,1103,M. A. Sinan,Meryem Aybike Sinan
871,1104,K. Özer,Kemal Özer
872,1105,B. Çelik,Behçet Çelik
873,1106,Y. Sertel,Yıldız Sertel
874,1107,A. Kafkas,Ayfer Kafkas
875,1108,C. Albayrak,Cemal Albayrak
876,1109,S. S. Cihanoğlu,Sait Selâhattin Cihanoğlu
877,1110,Ö. Ergenç,Özer Ergenç
878,1111,B. Aslan,Bahar Aslan
879,1112,E. Erdim,Erol Erdim
880,1113,K. Varol,Kemal Varol
881,1114,M. Azazi,Muzaffer Azazi
882,1115,S. Ulusoy,Saffet Ulusoy
883,1116,A. Kurt,Ali Kurt
884,1117,İ. Kara,İsmail Kara
885,1118,S. Y. Baydur,Suat Yakup Baydur
886,1119,A. Girgin,Atalay Girgin
887,1120,M. Törenek,Mehmet Törenek
888,1121,G. Pultar,Gönül Pultar
889,1122,F. Bayat,Fuzuli Bayat
890,1123,A. E. Bolayır,Ali Ekrem Bolayır
891,1124,R. Hanadan,Reşit Hanadan
892,1125,A. S. Levend,Agâh Sırrı Levend
893,1126,C. Güzel,Can Güzel
894,1127,İ. A. Çubukçu,İ. Agâh Çubukçu
895,1128,A. A. Araslı,Alhan Altan Araslı
896,1129,M. A. Demirer,Mehmet Arif Demirer
898,1131,Ö. L. Mete,Ömer Lütfi Mete
899,1132,D. Duman,Defne Duman
901,1134,E. Y. Urfalıoğlu,E. Yağmur Urfalıoğlu
902,1135,M. Ataç,Meral Ataç
903,1136,T. Olgun,Tahir Olgun
904,1137,Ç. Simsoy,Çağlar Simsoy
905,1138,Y. Ağanoğlu,Yüce Ağanoğlu
906,1139,A. Kahraman,Ahmet Kahraman
907,1140,E. Sarıyıldız,Erkan Sarıyıldız
908,1141,A. Arslan,Ali Arslan
909,1142,F. Yeşilyurt,Fatih Yeşilyurt
910,1143,M. Göğüş Tan,Mine Göğüş Tan
911,1144,H. Erol,Hatice Erol
912,1145,E. Hiçyılmaz,Ergun Hiçyılmaz
913,1146,R. Durbaş,Refik Durbaş
915,1148,O. Öztürk,Oğuzhan Öztürk
916,1149,H. Dormen,Haldun Dormen
917,1150,N. Bölügiray,Nejat Bölügiray
918,1151,S. Öztürk,Sami Öztürk
919,1152,T. Akpınar,Turgut Akpınar
920,1153,S. Büker,Seçil Büker
921,1154,K. Polat,Kemal Polat
922,1155,A. S. Ünver,Ahmet Süheyl Ünver
923,1156,Y. Çongar,Yılmaz Çongar
924,1157,T. Tankut,Tülin Tankut
925,1158,N. Arzık,Nimet Arzık
926,1159,İ. F. Akın,İlhan F. Akın
927,1160,T. Özcan,Tahsin Özcan
928,1161,G. Gönenç,Günay Gönenç
929,1162,T. Pirselimoğlu,Tayfun Pirselimoğlu
931,1164,S. İzzet,Selâmi İzzet
932,1165,Ö. Yalçınkaya,Özlem Yalçınkaya
933,1166,M. Özer,Metin Özer
934,1167,N. Abacı,Nurcan Abacı
935,1168,Y. Sezen,Yümni Sezen
936,1169,O. Erözden,Olcay Erözden
937,1170,C. Kutay,Cemal Kutay
940,1173,O. Akbaş,Oya Akbaş
941,1174,A. Durakbaşa,Ayşe Durakbaşa
942,1175,A. Deniz,Ahmet Deniz
943,1176,F. Uysal,Filiz Uysal
944,1177,E. Mütercimler,Erol Mütercimler
945,1178,Ahmet Cevdet Paşa,Ahmet Cevdet Paşa
946,1179,M. Şölen,Mert Şölen
947,1180,F. Kadri,Faruk Kadri
948,1181,A. Özen,Aslıhan Özen
949,1182,N. Başgelen,Nezih Başgelen
950,1183,A. Nusret,Aysel Nusret
951,1184,H. Alkan,Halûk Alkan
952,1185,E. Eroğlu,Ebubekir Eroğlu
953,1186,Ş. S. Okay,Şenay Sezen Okay
954,1187,S. Kazmaz,Süleyman Kazmaz
955,1188,M. Kömür,Murat Kömür
956,1189,M. Kışlalıoğlu,Mine Kışlalıoğlu
957,1190,N. Şentürk,Nazır Şentürk
958,1191,S. Gürtürk,Sami Gürtürk
959,1192,K. Özsezgin,Kaya Özsezgin
960,1193,U. Mumcu,Uğur Mumcu
961,1194,F. Türkoğlu,Faruk Türkoğlu
962,1195,A. B. Ercilasun,Ahmet Bican Ercilasun
963,1196,Ö. Öztekin,Özge Öztekin
964,1197,N. S. Banarlı,Nihat Sami Banarlı
965,1198,A. A. Adıvar,Abdülhak Adnan Adıvar
966,1199,M. İ. Şimşek,M. İhsan Şimşek
967,1200,B. Karasu,Bilge Karasu
968,1201,G. Düzgün,Gülhan Düzgün
969,1202,Y. Asal,Yusuf Asal
970,1203,N. Güreli,Nail Güreli
971,1204,P. Karayel,Perihan Karayel
972,1205,U. Güzel,Uğur Güzel
973,1206,O. Göze,Oğuz Göze
974,1207,B. Başarır,Başar Başarır
975,1208,H. Tolasa,Harun Tolasa
976,1209,M. Öz,Mehmet Öz
977,1210,D. Avcıoğlu,Doğan Avcıoğlu
978,1211,C. R. Atilhan,Cevat Rıfat Atilhan
979,1212,Z. Halim,Zeyneb Halim
980,1213,M. Bulut,Mehmet Bulut
981,1214,İ. H. Temel,İbrahim Halil Temel
982,1215,M. Kentel,Mehmet Kentel
983,1216,H. C.Tanju,Haluk Cemil Tanju
984,1217,M. Tuzcuoğlu,Müge Tuzcuoğlu
985,1218,N. Doymuş,Namık Doymuş
986,1219,D. Derman,Deniz Derman
987,1220,S. G. Aslaner,Serda Gül Aslaner
988,1221,A. İnan,Afet İnan
989,1222,S. Fırat,Sabri Fırat
990,1223,G. Cindemir,Gökhan Cindemir
991,1224,C. Bozkurt,Cuma Bozkurt
992,1225,M. B. Ayaz,M. Bayram Ayaz
993,1226,C. Çiçek,Cumali Çiçek
994,1227,S. Kandoğmuş Şahin,Selvigül Kandoğmuş Şahin
995,1228,S. Kuyumcu,Süleyman Kuyumcu
996,1229,B. Uysal,Burhanettin Uysal
997,1230,E. Barın,Esra Barın
998,1231,Y. Onay,Yılmaz Onay
999,1232,H. Durucan,Halit Durucan
1000,1233,S. Saygı,Sevgi Saygı
1001,1234,S. Demirci,Senai Demirci
1002,1235,S. Sözen,Suzan Sözen
1003,1236,D. Şahin,Dilan Şahin
1004,1237,F. Uslu,Fadime Uslu
1005,1238,S. Güngörürler,Sevim Güngörürler
1006,1239,Ö. Yurdalan,Özcan Yurdalan
1007,1240,N. Ersan,Nihal Ersan
1008,1241,E. Atabek,Erdal Atabek
1009,1242,S. Aren,Sadun Aren
1010,1243,M. S. Küçükaşçı,Mustafa Sabri Küçükaşçı
1011,1244,N. Elibol,Nejat Elibol
1012,1245,Z. Coşkun,Zebercet Coşkun
1013,1246,G. Zileli,Gün Zileli
1014,1247,E. Kesal,Ercan Kesal
1015,1248,A. Gencer Tunçyürek,Aslı Gencer Tunçyürek
1016,1249,K. Yılmaz,Kâmil Yılmaz
1017,1250,S. Oğuzertem,Süha Oğuzertem
1018,1251,S. Gürbüz Özeren,Sara Gürbüz Özeren
1019,1252,M. A. Ertaş,Mehmet Akif Ertaş
1020,1253,T. Güven,Turan Güven
1021,1254,Ü. Şahin,Ümit Şahin
1022,1255,İ. U. Yavuz,İbrahim Ulvi Yavuz
1023,1256,C. Canlı,Cemalettin Canlı
1024,1257,M. Çulcu,Murat Çulcu
1025,1258,Y. Özkaya,Yücel Özkaya
1026,1259,Z. Uymur,Zeynep Uymur
1027,1260,H. Turnalı,Hürriyet Turnalı
1028,1261,M. K. Baş,Münire Kevser Baş
1029,1262,N. Gültepe,Necati Gültepe
1031,1264,Z. Bingöl,Zeki Bingöl
1032,1265,G. Adaklı,Gülseren Adaklı
1033,1266,A. Açıkgöz,Ahmet Açıkgöz
1034,1267,H. İbrahim,Halil İbrahim
1035,1268,F. Serdar,Filiz Serdar
1036,1269,İ. Alpaslan,İsmet Alpaslan
1037,1270,H. Fakioğlu Bağcı,Hatice Fakioğlu Bağcı
1038,1271,S. Emir,Sabahat Emir
1039,1272,İ. Güzel,İbrahim Güzel
1040,1273,M. Adıbeş,Mahir Adıbeş
1041,1274,E. Erdoğdu,Ebubekir Erdoğdu
1042,1275,İ. Köken,İbrahim Köken
1043,1276,M. Cimi,Mehmet Cimi
1044,1277,M. Açıl,Mahmut Açıl
1045,1278,H. Z. Ülken,Hilmi Ziya Ülken
1046,1279,N. A. Banoğlu,Niyazi Ahmet Banoğlu
1047,1280,M. Fuat,Memet Fuat
1048,1281,A. Bektan,Ali Bektan
1049,1282,M. Çayırdağ,Mehmet Çayırdağ
1050,1283,E. Bağ,Eyüp Bağ
1051,1284,H. Menç,Hüseyin Menç
1052,1285,M. Solmaz,Metin Solmaz
1053,1286,B. Kutlu Atay,Başak Kutlu Atay
1054,1287,A. Çeker,Alper Çeker
1055,1288,C. Çalgüner,Cemil Çalgüner
1056,1289,U. Günay,Umay Günay
1057,1290,B. Öztin Koparanoğlu,Belkıs Öztin Koparanoğlu
1058,1291,F. Akatlı,Füsun Akatlı
1059,1292,Ş. Ural,Şafak Ural
1060,1293,D. Uçar,Demet Uçar
1061,1294,T. Kır,Tuba Kır
1062,1295,N. Özbek,Nizamettin Özbek
1063,1296,S. K. Karaalioğlu,Seyit Kemal Karaalioğlu
1064,1297,A. Yılmaz,Aytekin Yılmaz
1066,1299,Y. Aktaş,Yaşar Aktaş
1067,1300,Z. Akçakaya,Zehra Akçakaya
1069,1302,A. Akbay Yarpuzlu,Ayşegül Akbay Yarpuzlu
1071,1304,M. Dizer,Muammer Dizer
1072,1305,Ş. G. Karacan,Şebnem Güler Karacan
1073,1306,A. Balboa,Aylin Balboa
1074,1307,Z. K. Coşkun,Zeki Kayahan Coşkun
1075,1308,H. İ. Bahar,Halil İbrahim Bahar
1076,1309,Ö. Z. Altan,Ömer Zühtü Altan
1077,1310,A. Ivgın,Ali Ivgın
1078,1311,R. Sönmezsoy,Refik Sönmezsoy
1079,1312,İ. H. Tonguç,İsmail Hakkı Tonguç
1080,1313,Y. Demirkaya,Yüksel Demirkaya
1081,1314,N. Kırsaçlı Duran,Nurcan Kırsaçlı Duran
1082,1315,İ. Artuç,İbrahim Artuç
1083,1316,E. Zat,Erdir Zat
1084,1317,M. Akus,Meriç Akus
1085,1318,N. Güngör,Necati Güngör
1086,1319,U. Güner,Utku Güner
1087,1320,B. S. Ediboğlu,Bâki Süha Ediboğlu
1088,1321,N. A. Doster,Neşe Aküzüm Doster
1089,1322,M. Aycı,Mehmet Aycı
1090,1323,G. Gülsevin,Gürer Gülsevin
1091,1324,M. Argunşah,Mustafa Argunşah
1092,1325,S. Özertem,Süha Özertem
1093,1326,S. Bayramoğlu,Sonay Bayramoğlu
1094,1327,H. Kaya,Hümeyra Kaya
1095,1328,T. Ergene,Teoman Ergene
1096,1329,Ö. Ergiydiren,Özcan Ergiydiren
1097,1330,S. Mutver,Sinan Mutver
1099,1332,Ü. Fışkın,Ümit Fışkın
1100,1333,H. Cöntürk,Hüseyin Cöntürk
1101,1334,İ. Cem,İsmail Cem
1102,1335,M. Karakuş,Müslüm Karakuş
1103,1336,A. Kekeç,Ahmet Kekeç
1104,1337,G. Gencer,Gün Gencer
1105,1338,H. Mutlu,Havva Mutlu
1106,1339,S. Engin,Sabahattin Engin
1107,1340,Z. Korkmaz,Zeynep Korkmaz
1108,1341,H. Bardakçı,Halit Bardakçı
1109,1342,E. Ercan,Enver Ercan
1110,1343,C. Tuncer,Cengiz Tuncer
1111,1344,M. Kurtoğlu,Mehmet Kurtoğlu
1112,1345,R. Kurtoğlu,Ramazan Kurtoğlu
1113,1346,A. Dursun,Aysun Dursun
1114,1347,M. Yardımcı,Mehmet Yardımcı
1115,1348,M. Cemal,Mustafa Cemal
1116,1349,M. S. Karayel,M. Sami Karayel
1117,1350,F. Elekberli,Faik Elekberli
1118,1351,Ebüzziya Tevfik,Ebüzziya Tevfik
1119,1352,M. Aydın,Mehmet Aydın
1121,1354,U. Barlas,Uğurol Barlas
1122,1355,Y. Köse,Yakup Köse
1123,1356,O. Ö. Dora,O. Özcan Dora 
1124,1357,C. Culpan,Cevdet Culpan
1125,1358,Y. K. Kaya,Yahya Kemal Kaya
1126,1359,S. H. Eldem,Sedad Hakkı Eldem
1127,1360,B. Falay,Burak Falay
1128,1361,R. Aker,Raşit Aker
1129,1362,N. Okan,Nimet Okan
1130,1363,M. Gürses,Melek Gürses
1131,1364,E. Sarı,Emre Sarı
1132,1365,S. Özbudun,Sibel Özbudun
1133,1366,Ü. Burhan,Ülkü Burhan
1134,1367,M. S. Kütükoğlu,Mübahat S. Kütükoğlu
1135,1368,O. Tüleylioğlu,Orhan Tüleylioğlu
1136,1369,O. B. Kula,Onur Bilge Kula
1137,1370,,
1138,1371,F. Bayram,Fatma Bayram
1139,1372,K. Ş. Batıbey,Kemâl Şevket Batıbey
1140,1373,A. Çelik,Aysun Çelik
1141,1374,T. T. İnan,Tüzün Tolga İnan
1142,1375,V. Çavlı,Vivet Çavlı
1143,1376,M. Ö. Mengüşoğlu,Metin Önal Mengüşoğlu
1144,1377,K. Toygar,Kâmil Toygar
1145,1378,K. Arı,Kemal Arı
1146,1379,B. Güvenç,Bozkurt Güvenç
1147,1380,K. Üstünova,Kerime Üstünova
1148,1381,N. Öktem,Niyazi Öktem
1149,1382,V. Bayhan,Vehbi Bayhan
1150,1383,S. Gökmen,Salih Gökmen
1151,1384,A. Karaca,Alâattin Karaca
1152,1385,İ. Engin,İsmail Engin
1153,1386,A. Y. Ocak,Ahmet Yaşar Ocak
1155,1388,R. Okçabol,Rıfat Okçabol
1156,1389,H. Alpaslan,Hamdi Alpaslan
1157,1390,M. İ. Erdost,Muzaffer İlhan Erdost
1158,1391,M. Yazıcıoğlu,Muhsin Yazıcıoğlu
1159,1392,İ. Tekeli,İlhan Tekeli
1161,1394,K. Tuncel,Kürşat Tuncel
1162,1395,N. Muallimoğlu,Nejat Muallimoğlu
1163,1396,Y. Sencer,Yakut Sencer
1164,1397,M. Z. Üskül,Mehmet Zafer Üskül
1165,1398,S. Savran,Sungur Savran
1166,1399,K. Aydın,Köksal Aydın
1167,1400,E. Tuncer,Erol Tuncer
1168,1401,E. Han,Ergül Han
1169,1402,A. E. Özgür,Ali Ercan Özgür
1170,1403,S. Aşkın,Samim Aşkın
1171,1404,Musahipzade Celal,Musahipzade Celal
1172,1405,A. Uğur,Aydın Uğur
1174,1407,A. Çamalan,Ahmet Çamalan
1175,1408,M. Tarakçı,Mustafa Tarakçı
1176,1409,A. Ünal,Ayfer Ünal
1177,1410,T. Cücenoğlu,Tuncer Cücenoğlu
1178,1411,A. Taneri,Aydın Taneri
1179,1412,D. Gürel,Dilara Gürel
1180,1413,E. Akıllı,Erman Akıllı
1181,1414,İ. Soysal,İsmail Soysal
1182,1415,S. Metintaş,Selma Metintaş
1183,1416,A. Sirman,Alp Sirman
1184,1417,M. Ünal,Mecit Ünal
1185,1418,G. Taneri,Gökhan Taneri
1186,1419,B. Çivicioğlu,Büşra Çivicioğlu
1187,1420,A. Odyak,Adalet Odyak
1188,1421,S. Tural,Secattin Tural
1189,1422,N. Ö. Çuhadar,Nuriye Özlem Çuhadar
1190,1423,S. Erdemli,Sinan Erdemli
1191,1424,M. Gülmez,Mesut Gülmez
1192,1425,R. Aybay,Rona Aybay
1193,1426,M. Işık,Murşit Işık-Reşit Kolay
1194,1427,A. Cengizhan,Ali Cengizhan
1195,1428,Y. Çağlar,Yücel Çağlar
1196,1429,F. Türkmenoğlu,Fatih Türkmenoğlu
1197,1430,S. Turhan,Salih Turhan
1199,1432,A. Oktay,Ahmet Oktay
1200,1433,S. E. Balkır,Süleyman Edip Balkır
1201,1434,A. M. Olcay,Ayşe Mine Olcay
1202,1435,K. Ulusoy,Kıvanç Ulusoy
1203,1436,C. Güler,Ceyhun Güler
1204,1437,A. S. Akat,Asaf Savaş Akat
1205,1438,Z. Taştan,Zeki Taştan
1206,1439,N. Mazıcı,Nurşen Mazıcı
1207,1440,T. Demiray,Tahsin Demiray
1208,1441,E. E. Ergir,Ertuğrul Erol Ergir
1209,1442,M. Musaoğlu,Mehman Musaoğlu
1210,1443,Talat Bey,Talat Bey
1211,1444,A. Bilgi,Alaattin Bilgi
1212,1445,B. Saka,Barış Saka
1213,1446,S. Günüç,Selim Günüç
1214,1447,T. Alkan,Türker Alkan
1215,1448,S. Selçuk,Sami Selçuk
1217,1450,C. Özusan,Cuma Özusan
1218,1451,İ. Soysal,İlhami Soysal
1219,1452,A. Gölpınarlı,Abdülbaki Gölpınarlı
1220,1453,Ş. Tortop,Şerife Tortop
1221,1454,A. Kartal,Ahmet Kartal
1222,1455,İ. Bertan,İsmet Bertan
1223,1456,U. Karaca,Uğur Karaca
1224,1457,H. Tanyu,Hikmet Tanyu
1225,1458,A. Akakuş Akgün,Ayşegül Akakuş Akgün
1226,1459,H. Bıçakcı,Hakan Bıçakcı
1227,1460,M. H. Umar,Mustafa Halit Umar
1228,1461,M. Yazıcı,Mustafa Yazıcı
1229,1462,S. Uçar,Sabahattin Uçar
1230,1463,Z. Aygül,Zehra Aygül
1231,1464,A. A. Taşan,A. Aziz Taşan
1232,1465,E. Şahin,Erman Şahin
1233,1466,Ş. Demir,Şerif Demir
1234,1467,C. Dilçin,Cem Dilçin
1235,1468,O. Tansel,Oğuz Tansel
